"ID","日期","縣市別","區域","新增確診人數","累計確診人數"
"1494","2021-01-18","空值","全區","6","801"
"1495","2021-01-18","空值","空值","6","801"
"1496","2021-01-17","桃園市","全區","1","19"
"1497","2021-01-17","桃園市","中壢區","1","3"
"1498","2021-01-17","空值","全區","3","795"
"1499","2021-01-17","空值","空值","3","795"
"1500","2021-01-16","桃園市","全區","1","18"
"1501","2021-01-16","桃園市","桃園區","1","3"
"1502","2021-01-16","空值","全區","7","792"
"1503","2021-01-16","空值","空值","7","792"
"1504","2021-01-15","空值","全區","1","785"
"1505","2021-01-15","空值","空值","1","785"
"1506","2021-01-13","空值","全區","4","784"
"1507","2021-01-13","空值","空值","4","784"
"1508","2021-01-12","桃園市","全區","2","17"
"1509","2021-01-12","桃園市","蘆竹區","1","6"
"1510","2021-01-12","桃園市","桃園區","1","2"
"1511","2021-01-12","空值","全區","2","780"
"1512","2021-01-12","空值","空值","2","780"
"1513","2021-01-11","空值","全區","6","778"
"1514","2021-01-11","空值","空值","6","778"
"1515","2021-01-09","空值","全區","3","772"
"1516","2021-01-09","空值","空值","3","772"
"1517","2021-01-08","空值","全區","3","769"
"1518","2021-01-08","空值","空值","3","769"
"1519","2021-01-07","空值","全區","3","766"
"1520","2021-01-07","空值","空值","3","766"
"1521","2021-01-06","空值","全區","2","763"
"1522","2021-01-06","空值","空值","2","763"
"1523","2021-01-05","空值","全區","2","761"
"1524","2021-01-05","空值","空值","2","761"
"1525","2021-01-04","空值","全區","3","759"
"1526","2021-01-04","空值","空值","3","759"
"1527","2021-01-03","空值","全區","4","756"
"1528","2021-01-03","空值","空值","4","756"
"1529","2021-01-02","空值","全區","6","752"
"1530","2021-01-02","空值","空值","6","752"
"1531","2021-01-01","空值","全區","3","746"
"1532","2021-01-01","空值","空值","3","746"
"1533","2020-12-31","空值","全區","2","743"
"1534","2020-12-31","空值","空值","2","743"
"1535","2020-12-30","空值","全區","2","741"
"1536","2020-12-30","空值","空值","2","741"
"1537","2020-12-29","空值","全區","2","739"
"1538","2020-12-29","空值","空值","2","739"
"1539","2020-12-28","空值","全區","8","737"
"1540","2020-12-28","空值","空值","8","737"
"1541","2020-12-27","空值","全區","2","729"
"1542","2020-12-27","空值","空值","2","729"
"1543","2020-12-26","空值","全區","3","727"
"1544","2020-12-26","空值","空值","3","727"
"1545","2020-12-25","空值","全區","4","724"
"1546","2020-12-25","空值","空值","4","724"
"1547","2020-12-23","空值","全區","6","720"
"1548","2020-12-23","空值","空值","6","720"
"1549","2020-12-22","桃園市","全區","1","15"
"1550","2020-12-22","桃園市","龜山區","1","7"
"1551","2020-12-22","空值","全區","3","714"
"1552","2020-12-22","空值","空值","3","714"
"1553","2020-12-20","空值","全區","3","711"
"1554","2020-12-20","空值","空值","3","711"
"1555","2020-12-19","空值","全區","4","708"
"1556","2020-12-19","空值","空值","4","708"
"1557","2020-12-18","空值","全區","2","704"
"1558","2020-12-18","空值","空值","2","704"
"1559","2020-12-17","空值","全區","8","702"
"1560","2020-12-17","空值","空值","8","702"
"1561","2020-12-16","空值","全區","7","694"
"1562","2020-12-16","空值","空值","7","694"
"1563","2020-12-15","空值","全區","2","687"
"1564","2020-12-15","空值","空值","2","687"
"1565","2020-12-14","空值","全區","4","685"
"1566","2020-12-14","空值","空值","4","685"
"1567","2020-12-13","空值","全區","3","681"
"1568","2020-12-13","空值","空值","3","681"
"1569","2020-12-12","空值","全區","8","678"
"1570","2020-12-12","空值","空值","8","678"
"1571","2020-12-11","空值","全區","1","670"
"1572","2020-12-11","空值","空值","1","670"
"1573","2020-12-10","空值","全區","4","669"
"1574","2020-12-10","空值","空值","4","669"
"1575","2020-12-09","空值","全區","2","665"
"1576","2020-12-09","空值","空值","2","665"
"1577","2020-12-08","空值","全區","2","663"
"1578","2020-12-08","空值","空值","2","663"
"1579","2020-12-06","空值","全區","22","661"
"1580","2020-12-06","空值","空值","22","661"
"1581","2020-12-05","空值","全區","4","639"
"1582","2020-12-05","空值","空值","4","639"
"1583","2020-12-04","空值","全區","4","635"
"1584","2020-12-04","空值","空值","4","635"
"1585","2020-12-03","空值","全區","1","631"
"1586","2020-12-03","空值","空值","1","631"
"1587","2020-12-02","空值","全區","6","630"
"1588","2020-12-02","空值","空值","6","630"
"1589","2020-12-01","空值","全區","4","624"
"1590","2020-12-01","空值","空值","4","624"
"1591","2020-11-30","空值","全區","24","620"
"1592","2020-11-30","空值","空值","24","620"
"1593","2020-11-29","空值","全區","3","596"
"1594","2020-11-29","空值","空值","3","596"
"1595","2020-11-28","空值","全區","9","593"
"1596","2020-11-28","空值","空值","9","593"
"1597","2020-11-27","空值","全區","14","584"
"1598","2020-11-27","空值","空值","14","584"
"1599","2020-11-26","空值","全區","2","570"
"1600","2020-11-26","空值","空值","2","570"
"1601","2020-11-25","空值","全區","5","568"
"1602","2020-11-25","空值","空值","5","568"
"1603","2020-11-23","空值","全區","1","563"
"1604","2020-11-23","空值","空值","1","563"
"1605","2020-11-22","空值","全區","6","562"
"1606","2020-11-22","空值","空值","6","562"
"1607","2020-11-20","空值","全區","2","556"
"1608","2020-11-20","空值","空值","2","556"
"1609","2020-11-19","空值","全區","2","554"
"1610","2020-11-19","空值","空值","2","554"
"1611","2020-11-18","空值","全區","2","552"
"1612","2020-11-18","空值","空值","2","552"
"1613","2020-11-17","空值","全區","2","550"
"1614","2020-11-17","空值","空值","2","550"
"1615","2020-11-16","空值","全區","1","548"
"1616","2020-11-16","空值","空值","1","548"
"1617","2020-11-15","空值","全區","2","547"
"1618","2020-11-15","空值","空值","2","547"
"1619","2020-11-14","空值","全區","3","545"
"1620","2020-11-14","空值","空值","3","545"
"1621","2020-11-13","空值","全區","8","542"
"1622","2020-11-13","空值","空值","8","542"
"1623","2020-11-12","空值","全區","5","534"
"1624","2020-11-12","空值","空值","5","534"
"1625","2020-11-11","空值","全區","4","529"
"1626","2020-11-11","空值","空值","4","529"
"1627","2020-11-10","空值","全區","2","525"
"1628","2020-11-10","空值","空值","2","525"
"1629","2020-11-09","空值","全區","1","523"
"1630","2020-11-09","空值","空值","1","523"
"1631","2020-11-08","空值","全區","4","522"
"1632","2020-11-08","空值","空值","4","522"
"1633","2020-11-06","空值","全區","4","518"
"1634","2020-11-06","空值","空值","4","518"
"1635","2020-11-05","空值","全區","1","514"
"1636","2020-11-05","空值","空值","1","514"
"1637","2020-11-04","空值","全區","1","513"
"1638","2020-11-04","空值","空值","1","513"
"1639","2020-11-03","空值","全區","4","512"
"1640","2020-11-03","空值","空值","4","512"
"1641","2020-11-02","空值","全區","5","508"
"1642","2020-11-02","空值","空值","5","508"
"1643","2020-11-01","空值","全區","3","503"
"1644","2020-11-01","空值","空值","3","503"
"1645","2020-10-31","空值","全區","1","500"
"1646","2020-10-31","空值","空值","1","500"
"1647","2020-10-30","空值","全區","1","499"
"1648","2020-10-30","空值","空值","1","499"
"1649","2020-10-29","空值","全區","3","498"
"1650","2020-10-29","空值","空值","3","498"
"1651","2020-10-28","空值","全區","1","495"
"1652","2020-10-28","空值","空值","1","495"
"1653","2020-10-24","空值","全區","2","494"
"1654","2020-10-24","空值","空值","2","494"
"1655","2020-10-22","空值","全區","4","492"
"1656","2020-10-22","空值","空值","4","492"
"1657","2020-10-21","空值","全區","1","488"
"1658","2020-10-21","空值","空值","1","488"
"1659","2020-10-20","空值","全區","3","487"
"1660","2020-10-20","空值","空值","3","487"
"1661","2020-10-19","空值","全區","5","484"
"1662","2020-10-19","空值","空值","5","484"
"1663","2020-10-16","空值","全區","4","479"
"1664","2020-10-16","空值","空值","4","479"
"1665","2020-10-15","空值","全區","1","475"
"1666","2020-10-15","空值","空值","1","475"
"1667","2020-10-12","空值","全區","2","474"
"1668","2020-10-12","空值","空值","2","474"
"1669","2020-10-09","空值","全區","3","472"
"1670","2020-10-09","空值","空值","3","472"
"1671","2020-10-08","空值","全區","1","469"
"1672","2020-10-08","空值","空值","1","469"
"1673","2020-10-07","空值","全區","2","468"
"1674","2020-10-07","空值","空值","2","468"
"1675","2020-10-06","空值","全區","3","466"
"1676","2020-10-06","空值","空值","3","466"
"1677","2020-10-05","空值","全區","1","463"
"1678","2020-10-05","空值","空值","1","463"
"1679","2020-10-02","空值","全區","2","462"
"1680","2020-10-02","空值","空值","2","462"
"1681","2020-10-01","空值","全區","1","460"
"1682","2020-10-01","空值","空值","1","460"
"1683","2020-09-30","空值","全區","1","459"
"1684","2020-09-30","空值","空值","1","459"
"1685","2020-09-28","空值","全區","3","458"
"1686","2020-09-28","空值","空值","3","458"
"1687","2020-09-25","空值","全區","1","455"
"1688","2020-09-25","空值","空值","1","455"
"1689","2020-09-21","空值","全區","2","454"
"1690","2020-09-21","空值","空值","2","454"
"1691","2020-09-20","空值","全區","1","452"
"1692","2020-09-20","空值","空值","1","452"
"1693","2020-09-19","空值","全區","3","451"
"1694","2020-09-19","空值","空值","3","451"
"1695","2020-09-17","空值","全區","3","448"
"1696","2020-09-17","空值","空值","3","448"
"1697","2020-09-16","空值","全區","1","445"
"1698","2020-09-16","空值","空值","1","445"
"1699","2020-09-14","空值","全區","1","444"
"1700","2020-09-14","空值","空值","1","444"
"1701","2020-09-11","空值","全區","2","443"
"1702","2020-09-11","空值","空值","2","443"
"1703","2020-09-10","空值","全區","1","441"
"1704","2020-09-10","空值","空值","1","441"
"1705","2020-09-08","空值","全區","1","440"
"1706","2020-09-08","空值","空值","1","440"
"1707","2020-09-07","空值","全區","1","439"
"1708","2020-09-07","空值","空值","1","439"
"1709","2020-09-06","空值","全區","1","438"
"1710","2020-09-06","空值","空值","1","438"
"1711","2020-09-05","空值","全區","2","437"
"1712","2020-09-05","空值","空值","2","437"
"1713","2020-09-04","空值","全區","1","435"
"1714","2020-09-04","空值","空值","1","435"
"1715","2020-09-02","空值","全區","1","434"
"1716","2020-09-02","空值","空值","1","434"
"1717","2020-08-29","空值","全區","1","433"
"1718","2020-08-29","空值","空值","1","433"
"1719","2020-08-21","空值","全區","1","432"
"1720","2020-08-21","空值","空值","1","432"
"1721","2020-08-18","空值","全區","1","431"
"1722","2020-08-18","空值","空值","1","431"
"1723","2020-08-17","空值","全區","2","430"
"1724","2020-08-17","空值","空值","2","430"
"1725","2020-08-16","空值","全區","1","428"
"1726","2020-08-16","空值","空值","1","428"
"1727","2020-08-15","空值","全區","1","427"
"1728","2020-08-15","空值","空值","1","427"
"1729","2020-08-12","空值","全區","1","426"
"1730","2020-08-12","空值","空值","1","426"
"1731","2020-08-09","空值","全區","1","425"
"1732","2020-08-09","空值","空值","1","425"
"1733","2020-08-08","空值","全區","2","424"
"1734","2020-08-08","空值","空值","2","424"
"1735","2020-08-06","空值","全區","1","422"
"1736","2020-08-06","空值","空值","1","422"
"1737","2020-08-04","空值","全區","1","421"
"1738","2020-08-04","空值","空值","1","421"
"1739","2020-08-02","空值","全區","1","420"
"1740","2020-08-02","空值","空值","1","420"
"1741","2020-08-01","空值","全區","7","419"
"1742","2020-08-01","空值","空值","7","419"
"1743","2020-07-28","空值","全區","5","412"
"1744","2020-07-28","空值","空值","5","412"
"1745","2020-07-27","空值","全區","4","407"
"1746","2020-07-27","空值","空值","4","407"
"1747","2020-07-24","空值","全區","3","403"
"1748","2020-07-24","空值","空值","3","403"
"1749","2020-07-19","空值","全區","1","400"
"1750","2020-07-19","空值","空值","1","400"
"1751","2020-07-17","空值","全區","2","399"
"1752","2020-07-17","空值","空值","2","399"
"1753","2020-07-16","空值","全區","1","397"
"1754","2020-07-16","空值","空值","1","397"
"1755","2020-07-10","空值","全區","2","396"
"1756","2020-07-10","空值","空值","2","396"
"1757","2020-07-03","空值","全區","1","394"
"1758","2020-07-03","空值","空值","1","394"
"1759","2020-07-02","空值","全區","1","393"
"1760","2020-07-02","空值","空值","1","393"
"1761","2020-06-25","空值","全區","1","392"
"1762","2020-06-25","空值","空值","1","392"
"1763","2020-06-18","空值","全區","1","391"
"1764","2020-06-18","空值","空值","1","391"
"1765","2020-06-15","空值","全區","2","390"
"1766","2020-06-15","空值","空值","2","390"
"1767","2020-06-01","空值","全區","1","388"
"1768","2020-06-01","空值","空值","1","388"
"1769","2020-05-29","空值","全區","1","387"
"1770","2020-05-29","空值","空值","1","387"
"1771","2020-05-21","空值","全區","1","386"
"1772","2020-05-21","空值","空值","1","386"
"1773","2020-05-07","空值","全區","1","385"
"1774","2020-05-07","空值","空值","1","385"
"1775","2020-05-06","空值","全區","1","384"
"1776","2020-05-06","空值","空值","1","384"
"1777","2020-05-04","空值","全區","3","383"
"1778","2020-05-04","空值","空值","3","383"
"1779","2020-05-03","空值","全區","3","380"
"1780","2020-05-03","空值","空值","3","380"
"1781","2020-05-02","空值","全區","3","377"
"1782","2020-05-02","空值","空值","3","377"
"1783","2020-04-25","空值","全區","1","374"
"1784","2020-04-25","空值","空值","1","374"
"1785","2020-04-24","空值","全區","1","373"
"1786","2020-04-24","空值","空值","1","373"
"1787","2020-04-23","空值","全區","1","372"
"1788","2020-04-23","空值","空值","1","372"
"1789","2020-04-22","空值","全區","1","371"
"1790","2020-04-22","空值","空值","1","371"
"1791","2020-04-21","空值","全區","3","370"
"1792","2020-04-21","空值","空值","3","370"
"1793","2020-04-20","空值","全區","2","367"
"1794","2020-04-20","空值","空值","2","367"
"1795","2020-04-19","空值","全區","22","365"
"1796","2020-04-19","空值","空值","22","365"
"1797","2020-04-18","空值","全區","3","343"
"1798","2020-04-18","空值","空值","3","343"
"1799","2020-04-15","空值","全區","2","340"
"1800","2020-04-15","空值","空值","2","340"
"1801","2020-04-13","空值","全區","5","338"
"1802","2020-04-13","空值","空值","5","338"
"1803","2020-04-12","新北市","全區","1","18"
"1804","2020-04-12","新北市","淡水區","1","1"
"1805","2020-04-12","空值","全區","2","333"
"1806","2020-04-12","空值","空值","2","333"
"1807","2020-04-11","空值","全區","3","331"
"1808","2020-04-11","空值","空值","3","331"
"1809","2020-04-10","空值","全區","2","328"
"1810","2020-04-10","空值","空值","2","328"
"1811","2020-04-09","台北市","全區","1","8"
"1812","2020-04-09","台北市","文山區","1","2"
"1813","2020-04-08","桃園市","全區","1","14"
"1814","2020-04-08","桃園市","蘆竹區","1","5"
"1815","2020-04-08","空值","全區","2","326"
"1816","2020-04-08","空值","空值","2","326"
"1817","2020-04-07","空值","全區","3","324"
"1818","2020-04-07","空值","空值","3","324"
"1819","2020-04-06","新竹市","全區","1","3"
"1820","2020-04-06","新竹市","東區","1","3"
"1821","2020-04-06","空值","全區","9","321"
"1822","2020-04-06","空值","空值","9","321"
"1823","2020-04-05","空值","全區","8","312"
"1824","2020-04-05","空值","空值","8","312"
"1825","2020-04-04","桃園市","全區","1","13"
"1826","2020-04-04","桃園市","龜山區","1","6"
"1827","2020-04-04","空值","全區","6","304"
"1828","2020-04-04","空值","空值","6","304"
"1829","2020-04-03","台北市","全區","1","7"
"1830","2020-04-03","台北市","內湖區","1","3"
"1831","2020-04-03","新竹市","全區","1","2"
"1832","2020-04-03","新竹市","東區","1","2"
"1833","2020-04-03","空值","全區","7","298"
"1834","2020-04-03","空值","空值","7","298"
"1835","2020-04-02","台北市","全區","1","6"
"1836","2020-04-02","台北市","內湖區","1","2"
"1837","2020-04-02","新北市","全區","1","17"
"1838","2020-04-02","新北市","汐止區","1","2"
"1839","2020-04-02","空值","全區","8","291"
"1840","2020-04-02","空值","空值","8","291"
"1841","2020-04-01","空值","全區","7","283"
"1842","2020-04-01","空值","空值","7","283"
"1843","2020-03-31","台北市","全區","1","5"
"1844","2020-03-31","台北市","文山區","1","1"
"1845","2020-03-31","新北市","全區","1","16"
"1846","2020-03-31","新北市","三重區","1","2"
"1847","2020-03-31","空值","全區","14","276"
"1848","2020-03-31","空值","空值","14","276"
"1849","2020-03-30","桃園市","全區","1","12"
"1850","2020-03-30","桃園市","中壢區","1","2"
"1851","2020-03-30","空值","全區","7","262"
"1852","2020-03-30","空值","空值","7","262"
"1853","2020-03-29","台中市","全區","1","5"
"1854","2020-03-29","台中市","大里區","1","1"
"1855","2020-03-29","空值","全區","14","255"
"1856","2020-03-29","空值","空值","14","255"
"1857","2020-03-28","新北市","全區","1","15"
"1858","2020-03-28","新北市","中和區","1","3"
"1859","2020-03-28","桃園市","全區","1","11"
"1860","2020-03-28","桃園市","中壢區","1","1"
"1861","2020-03-28","空值","全區","14","241"
"1862","2020-03-28","空值","空值","14","241"
"1863","2020-03-27","空值","全區","15","227"
"1864","2020-03-27","空值","空值","15","227"
"1865","2020-03-26","台北市","全區","1","4"
"1866","2020-03-26","台北市","大安區","1","1"
"1867","2020-03-26","基隆市","全區","1","1"
"1868","2020-03-26","基隆市","仁愛區","1","1"
"1869","2020-03-26","空值","全區","15","212"
"1870","2020-03-26","空值","空值","15","212"
"1871","2020-03-25","空值","全區","19","197"
"1872","2020-03-25","空值","空值","19","197"
"1873","2020-03-24","新竹市","全區","1","1"
"1874","2020-03-24","新竹市","東區","1","1"
"1875","2020-03-24","空值","全區","20","178"
"1876","2020-03-24","空值","空值","20","178"
"1877","2020-03-23","新北市","全區","1","14"
"1878","2020-03-23","新北市","中和區","1","2"
"1879","2020-03-23","空值","全區","25","158"
"1880","2020-03-23","空值","空值","25","158"
"1881","2020-03-22","台北市","全區","1","3"
"1882","2020-03-22","台北市","信義區","1","1"
"1883","2020-03-22","新北市","全區","1","13"
"1884","2020-03-22","新北市","汐止區","1","1"
"1885","2020-03-22","桃園市","全區","1","10"
"1886","2020-03-22","桃園市","龜山區","1","5"
"1887","2020-03-22","空值","全區","13","133"
"1888","2020-03-22","空值","空值","13","133"
"1889","2020-03-21","空值","全區","19","120"
"1890","2020-03-21","空值","空值","19","120"
"1891","2020-03-20","台中市","全區","1","4"
"1892","2020-03-20","台中市","北區","1","1"
"1893","2020-03-20","台北市","全區","2","2"
"1894","2020-03-20","台北市","大同區","1","1"
"1895","2020-03-20","台北市","內湖區","1","1"
"1896","2020-03-20","空值","全區","23","101"
"1897","2020-03-20","空值","空值","23","101"
"1898","2020-03-19","新北市","全區","1","12"
"1899","2020-03-19","新北市","三重區","1","1"
"1900","2020-03-19","空值","全區","7","78"
"1901","2020-03-19","空值","空值","7","78"
"1902","2020-03-18","台南市","全區","1","1"
"1903","2020-03-18","台南市","新市區","1","1"
"1904","2020-03-18","新北市","全區","1","11"
"1905","2020-03-18","新北市","五股區","1","1"
"1906","2020-03-18","空值","全區","21","71"
"1907","2020-03-18","空值","空值","21","71"
"1908","2020-03-17","空值","全區","11","50"
"1909","2020-03-17","空值","空值","11","50"
"1910","2020-03-16","空值","全區","8","39"
"1911","2020-03-16","空值","空值","8","39"
"1912","2020-03-15","空值","全區","5","31"
"1913","2020-03-15","空值","空值","5","31"
"1914","2020-03-14","空值","全區","3","26"
"1915","2020-03-14","空值","空值","3","26"
"1916","2020-03-13","台中市","全區","1","3"
"1917","2020-03-13","台中市","北屯區","1","1"
"1918","2020-03-12","空值","全區","1","23"
"1919","2020-03-12","空值","空值","1","23"
"1920","2020-03-11","空值","全區","1","22"
"1921","2020-03-11","空值","空值","1","22"
"1922","2020-03-10","桃園市","全區","1","9"
"1923","2020-03-10","桃園市","蘆竹區","1","4"
"1924","2020-03-10","空值","全區","1","21"
"1925","2020-03-10","空值","空值","1","21"
"1926","2020-03-06","桃園市","全區","1","8"
"1927","2020-03-06","桃園市","龜山區","1","4"
"1928","2020-03-05","新北市","全區","1","10"
"1929","2020-03-05","新北市","新店區","1","6"
"1930","2020-03-05","空值","全區","1","20"
"1931","2020-03-05","空值","空值","1","20"
"1932","2020-03-03","桃園市","全區","1","7"
"1933","2020-03-03","桃園市","蘆竹區","1","3"
"1934","2020-03-02","桃園市","全區","1","6"
"1935","2020-03-02","桃園市","蘆竹區","1","2"
"1936","2020-03-01","空值","全區","1","19"
"1937","2020-03-01","空值","空值","1","19"
"1938","2020-02-29","桃園市","全區","4","5"
"1939","2020-02-29","桃園市","龜山區","3","3"
"1940","2020-02-29","桃園市","桃園區","1","1"
"1941","2020-02-29","空值","全區","1","18"
"1942","2020-02-29","空值","空值","1","18"
"1943","2020-02-28","桃園市","全區","1","1"
"1944","2020-02-28","桃園市","蘆竹區","1","1"
"1945","2020-02-28","空值","全區","1","17"
"1946","2020-02-28","空值","空值","1","17"
"1947","2020-02-26","新北市","全區","1","9"
"1948","2020-02-26","新北市","中和區","1","1"
"1949","2020-02-25","新北市","全區","1","8"
"1950","2020-02-25","新北市","新店區","1","5"
"1951","2020-02-24","新北市","全區","2","7"
"1952","2020-02-24","新北市","新店區","2","4"
"1953","2020-02-23","新北市","全區","2","5"
"1954","2020-02-23","新北市","新店區","2","2"
"1955","2020-02-21","新北市","全區","2","3"
"1956","2020-02-21","新北市","林口區","1","2"
"1957","2020-02-21","新北市","新莊區","1","1"
"1958","2020-02-20","新北市","全區","1","1"
"1959","2020-02-20","新北市","林口區","1","1"
"1960","2020-02-19","台中市","全區","1","2"
"1961","2020-02-19","台中市","太平區","1","2"
"1962","2020-02-18","台中市","全區","1","1"
"1963","2020-02-18","台中市","太平區","1","1"
"1964","2020-02-18","彰化縣","全區","1","4"
"1965","2020-02-18","彰化縣","彰化市","1","3"
"1966","2020-02-16","彰化縣","全區","2","3"
"1967","2020-02-16","彰化縣","彰化市","2","2"
"1968","2020-02-09","空值","全區","1","16"
"1969","2020-02-09","空值","空值","1","16"
"1970","2020-02-08","空值","全區","1","15"
"1971","2020-02-08","空值","空值","1","15"
"1972","2020-02-07","空值","全區","2","14"
"1973","2020-02-07","空值","空值","2","14"
"1974","2020-02-06","空值","全區","3","12"
"1975","2020-02-06","空值","空值","3","12"
"1976","2020-02-04","空值","全區","1","9"
"1977","2020-02-04","空值","空值","1","9"
"1978","2020-01-31","空值","全區","1","8"
"1979","2020-01-31","空值","空值","1","8"
"1980","2020-01-30","南投縣","全區","1","1"
"1981","2020-01-30","南投縣","南投市","1","1"
"1982","2020-01-28","彰化縣","全區","1","1"
"1983","2020-01-28","彰化縣","和美鎮","1","1"
"1984","2020-01-28","空值","全區","2","7"
"1985","2020-01-28","空值","空值","2","7"
"1986","2020-01-27","空值","全區","1","5"
"1987","2020-01-27","空值","空值","1","5"
"1988","2020-01-26","空值","全區","1","4"
"1989","2020-01-26","空值","空值","1","4"
"1990","2020-01-24","空值","全區","2","3"
"1991","2020-01-24","空值","空值","2","3"
"1992","2020-01-22","空值","全區","1","1"
"1993","2020-01-22","空值","空值","1","1"